itemID	Tongan Word	Dictionary Page	Number of Letters	Number of Phonemes	Number of Moras	Part of Speech	Meaning in English
717	faka'ehi'ehi	95	12	12	6	verb	to avoid or abstain from
718	faka'eke or faka'eke'eke	95	8	8	4	verb	to inquire into, to make repeated inquiries about, to investigate
719	faka'ēmeni	95	10	11	6	verb	to sing or say amen
720	faka'ete	95	8	8	4	verb	to walk on tiptoe (also, to stalk or hunt)
721	faka'eve'eva	95	12	12	6	verb	to take for (or let go for) a walk, a stroll, or a holiday
722	faka'ikai	95	9	9	5	verb	to say no, to give a negative answer, to deny what has been asked or stated
723	faka'ilonga	95	11	10	5	verb	to make a mark on, to mark, to distinguish by means of a mark or sign; to make signs, to signal; to show signs, to produce signs, or to take effect; to divine or make a discovery by means of a sign
724	faka-'Ingilani	95	13	12	6	adjective/adverb	English, in an English way; or Anglican, pertaining to the Anglican Church
725	faka'ita	95	8	8	4	adjective/verb	irritating, making or tending to make angry
726	faka'ita'i	95	10	10	5	verb	to make angry, to enrage
727	faka'ite'ita	95	12	12	6	verb	to behave in an angry way
728	faka'ofa	95	8	8	4	adjective/verb	moving (to sympathy or pity), pitiful, stirring, pathetic, pitiable
729	faka'ōfisi	95	10	11	6	adjective/adverb	pertaining to an office or offices
730	faka'osi'osi	95	12	12	6	verb	to be in the process of finishing, to be approaching the 
731	faka'osinga	95	11	10	5	noun	end, termination
732	faka'ehi'ehi	95	12	12	6	adverb	warily
733	faka'atamai	95	11	11	6	adjective/adverb	pertaining to the intellect or understanding; mental(ly) intellectual(ly), rational(ly)
734	faka'ikai'i	95	11	11	6	verb	to deny, disown, or repudiate; to deny the truth, correctness or existence of
735	faka'iloa	95	9	9	5	noun	the accused, the defendant, person who is prosecuted
736	faka'ilonga	95	11	10	5	adjective	serving as a sign or symbol; serving to indicate or distinguish
737	faka'ofo'ofa	95	12	12	6	adjective/verb	lovely (to look at) charming, pretty, beautiful, good- looking, or handsome
738	faka'ofo'ofa'ia	95	15	15	8	verb	to regard as lovely or charming or beautiful
739	faka'ohovale	95	12	12	6	adjective/verb	startling, very surprising, shocking
740	faka'olunga	95	11	10	5	verb	to place a pillow or head-rest under the head of (someone)
741	faka'osi	95	8	8	4	adjective	last, final, concluding
742	faka'oto'ota	96	12	12	6	verb	to litter the place with rubbish, to throw or drop or leave rubbish about
743	faka'otua	96	9	9	5	adjective/adverb	like or pertaining to God (or a god), divine(ly)
744	faka'u'ulu	96	10	10	5	verb	to cause to roar or rumble; to make a lot of noise but do little work
745	faka'uakai'i	96	12	12	7	verb	to make one eager to eat
746	faka'uha	96	8	8	4	verb	to go out in the rain.
747	faka'uhinga	96	11	10	5	verb	to give meaning to, to discern or explain the meaning of
748	faka'uli	96	8	8	4	adjective	steersman, driver
749	faka'uli'i	96	10	10	5	verb	to make dirty
750	faka'uli'uli	96	12	12	6	verb	to make black, to blacken; (of the sky) to become black, to cloud over
751	faka'ulia	96	9	9	5	adjective/verb	terrifying, terrible, dreadful, amazing, or marvellous
752	faka'ulu	96	8	8	4	verb	to cut the ends off (yam)
753	fala	96	4	4	2	noun	mat, floor mat, bed mat, door mat, food mat
754	fālahi	96	6	7	4	adjective/verb	wide
755	falakiseni	96	10	10	5	noun	fraction
756	falala	96	6	6	3	verb	to lean on or against; to rely on, trust, confide in
757	falala'anga	96	11	10	5	noun	person or thing in which one trusts, that on which something or someone leans,
758	falani	96	6	6	3	noun	T-shirt; singlet of material
759	fale	96	4	4	2	noun	house, building
760	fale ako	96	7	7	4	noun	school building
761	fale fā'ele	96	10	11	6	noun	obstetric ward, birthing room
762	fale fahi-manu	96	12	12	6	noun	butcher’s shop or slaughter-house
763	fale fai-tā	96	9	10	6	noun	photographer's studio or shop
764	fale faiva	96	9	9	5	noun	theatre, picture theatre, concert hall, building for entertainment
765	fale fakamaau'anga	96	17	16	9	noun	law court (the building)
766	fale fakamafola-lea	96	17	17	9	noun	broadcasting station
767	fale fō	96	6	7	4	noun	laundry
768	fale hele'uhila	96	14	14	7	noun	picture theatre
769	fale hoka	96	8	8	4	noun	billiard hall or saloon
770	fale kai	96	7	7	4	noun	restaurant, eating-house
771	fale kaukau	96	10	10	6	noun	bathroom, bathing room or building
772	fale koloa	96	9	9	5	noun	shop, store
773	fale kosi	96	8	8	4	noun	barber's shop, hairdressing saloon
774	fale lautohi	96	11	11	6	noun	Government primary school building
775	fale lotu	96	8	8	4	noun	church building
776	fale mā	96	6	7	4	noun	baker’s shop, building where bread is kept or sold
777	fale mahaki	96	10	10	5	noun	hospital
778	fale mākoni	96	10	11	6	noun	wireless station, telegraph office
779	fale mālōlō	96	10	13	8	noun	toilet, bathroom
780	fale mataka	96	10	10	5	noun	copra shed
781	fale mate	96	8	8	4	noun	mortuary, morgue
782	fale motokā	96	10	11	6	noun	garage
783	fale ngaohi'anga koloa	96	20	18	10	noun	factory
784	fale ngāue	96	9	9	6	noun	workshop
785	fale paaki	96	9	9	5	noun	printing-house
786	fale pa'anga	96	11	10	5	noun	treasury
787	fale polisi	96	10	10	5	noun	police station
788	fale ta'o-mā	96	10	11	6	noun	bakery
789	fale tafa	96	8	8	4	noun	operating theatre or surgery room
790	fale tā-fakatātā	96	14	17	10	noun	artist’s studio
791	fale tala-vai	96	11	11	6	noun	dispensary, pharmacy
792	fale tāmate-afi	96	13	14	8	noun	fire-station
793	fale telefoni	96	12	12	6	noun	telephone exchange
794	fale tufunga	96	11	10	5	noun	carpenter's shop
795	fale tuitui	96	10	10	6	noun	dressmaker’s or tailor’s shop
796	falefakatolo	96	12	12	6	noun	veranda
797	fa'a	97	4	4	2	adverb	often, frequently, usually, habitually
798	Fale 'Alo	97	8	8	4	noun	Royal Family
799	fale tute	97	8	8	4	noun	customs shed, customs house
800	fale 'ufi	97	8	8	4	noun	yam house, store house for yams
801	fale'i	97	6	6	3	verb	to advise or forewarn, to put (a person) on his guard,
802	faliki	97	6	6	3	noun	floor; bottom (inside) of a box, canoe, cart, car, or hole in the ground,
803	faluku	97	6	6	3	verb	to gather together or to enclose or hold or carry (loosely, not in a container) in the hand or arm
804	fāmili	97	6	7	4	noun	family
805	fana	97	4	4	2	verb	to shoot; to dynamite; to blast, to clear (an opening) by blasting
806	fanā	97	4	5	3	noun	mast
807	fana'i	97	6	6	3	verb	to shoot
808	fanafana	97	8	8	4	verb	to talk in a whisper
809	fananga	97	7	6	3	noun	fable, story (fictitious), fairy tale, legend
810	fanau	97	5	5	3	verb	to have a child or children or offspring
811	fānau	97	5	6	4	noun	children, offspring
812	fānau ako	97	8	9	6	noun	school pupils, scholars
813	fanau'i	97	7	7	4	verb	to bear, give birth to; to become the mother, father or parents of
814	fanga	97	5	4	2	noun	beach (referring to small, private beach)
815	fānganga	97	8	7	4	noun	litter (of pups, young pigs, kittens), brood (of chicks)
816	fangatua	97	8	7	4	verb	to wrestle
817	fāngeau	97	7	7	5	numeral	four hundred (400)
818	fāngofulu	97	9	9	5	numeral	forty (40)
819	fāngota	97	7	7	4	verb	to fish, or to search for shell-fish
820	fangu	97	5	4	2	verb	to blow through the nose
821	fano	97	4	4	2	noun	elastic
822	fānoa	97	5	6	4	noun	haemorrhage (or hemorrhage)
823	fanofano	97	8	8	4	verb	to wash ones hands
824	fanongo	97	7	6	3	verb	to listen, to hear, or to hear of or about
825	fanongo talanoa	97	14	13	7	verb	to hear stories or reports, to hear about
826	fanongonongo	97	12	10	5	verb	to make publicly known, to publish, promulgate, proclaim
827	fao	97	3	3	2	noun	a kind of tree (Ocrosia parviflora)
828	faofao	97	6	6	4	verb	to stretch little by little; to stretch oneself
829	fasi	97	4	4	2	noun	tune or air (melody)
830	fasi'i	97	6	6	3	adjective/verb	narrow (of opening, path, room)
831	fatafata	97	8	8	4	noun	chest, bosom
832	fatongia	97	8	7	4	noun	duty, obligation
833	fatu	97	4	4	2	adjective/verb	thick (of liquids), viscous
834	fāvai	97	5	6	4	noun	spittle, saliva
835	fa'ahi	98	6	6	3	noun	side, half, party, team; person (in the grammatical sense)
836	fa'ahikehe	98	10	10	5	noun	super-human or supernatural being, ghost, spook, spectre; devil, demon, malignant deity
837	fa'aki	98	6	6	3	verb	to lean against, to stand or sit against, or to be against the wall
838	fa'ala	98	6	6	3	verb	to search (the head) for lice; to look into minutely, to investigate carefully
839	fa'ao	98	5	5	3	verb	to seize and take by force; to confiscate; to wrest
840	fā'atā	98	6	8	5	adjective/verb	wide, roomy, spacious
841	fa'ē	98	4	5	3	noun	mother or mother’s sister
842	fa'ē'aki	98	8	9	5	verb	to be related to (a woman) on one’s mother’s side, or to regard or treat as a mother
843	fā'efine	98	8	9	5	noun	armpit
844	fa'ēhuki	98	8	9	5	noun	male relative who accompanies the bride or the bridegroom at a royal or chiefly wedding
845	fā'ele	98	6	7	4	verb	to give birth to a child, to be confined
846	fā'ele'i	98	8	9	5	verb	to bear, give birth to
847	fa'ē-mate	98	8	9	5	verb	to have lost one’s mother (by death)
848	fa'ē-mo'ui	98	9	10	6	verb	to have one’s mother still alive
849	fa'ē-taha	98	8	9	5	adjective/verb	having the same mother
850	fa'ētangata	98	11	11	6	noun	maternal uncle, mother’s brother
851	fa'ētangata'aki	98	15	15	8	verb	to be related to (a man) more or les as if he were one’s maternal uncle, or regard or treat him as such
852	fa'ifa'itaki	98	12	12	6	verb	to imitate, to follow the example of, follow the foot-steps of
853	fa'ifa'itaki'anga	98	17	16	8	noun	example (for us to follow)
854	fa'iteliha	98	10	10	5	verb	to please oneself, to choose or decide for oneself, to do as one pleases
855	fa'iteliha'anga	98	15	14	7	noun	person or things with which, or sphere in which, one can do as one pleases
856	fa'itoka	98	8	8	4	noun	cemetery, graveyard; grave
857	fa'o	98	4	4	2	noun	nail(s); spike(s) in golf or football shoes
858	fa'ololo	98	8	8	4	verb	to pack and press down, to pack tightly; to stuff (food) into one’s mouth
859	fa'opuku	98	8	8	4	verb	to hold inside the mouth
860	fa'u	98	4	4	2	noun	head-band or turban
861	fā'ū	98	4	6	4	verb	to bundle together; to draw oneself together, to curl up, to contract
862	fā'ufua	98	7	8	5	verb	to embrace, hug
863	fā'ūtaha	98	8	10	6	verb	to unite or bind together, to hold or keep together as one; to be united in mind, unanimous
864	fa'utohi	98	8	8	4	noun	essay-writing, composition
865	fa'ahinga	98	9	8	4	noun	kind, sort, species, variety; group, class of persons or things distinguished from others in any way
866	fa'ahita'u	98	10	10	5	noun	season, time of year
867	fa'oaki	98	7	7	4	verb	to pack (clothes, fruit etc. into box, basket, suitcase); to stuff (as in taxidermy)
868	feakonaki'aki	98	13	13	7	verb	to impart moral or religious counsel or instruction to one another
869	fea'utaki	99	9	9	5	verb	to reach or extend to each other, to meet each other
870	feako'aki	99	9	9	5	verb	to teach one another, learn from one another
871	fealea'aki	99	10	10	6	verb	to have a discussion, to talk things over, to consult together
872	feangiangi'aki	99	14	12	7	verb	(of the wind) to blow from various directions
873	fefaka'apa'apa'aki	99	18	18	9	verb	to do homage or be courteous to one another
874	fefakalelei'aki	99	15	15	8	verb	to be reconciled to each other, to become friendly with each other again
875	fefakamaheni'aki	99	16	16	8	verb	to introduce ourselves (yourselves, themselves) to each other; to be free and easy with each other
876	fefakamālō'aki	99	14	16	9	verb	to thank one another, or congratulate one another
877	fefakamolemole'aki	99	18	18	9	verb	to forgive each other, to refrain from taking offence with each other
878	fefakatau'aki	99	13	13	7	verb	to buy and sell to one another, to trade, engage in trade or commerce
879	fefanafanahi	99	12	12	6	verb	to talk to one another in whispers
880	fēfē	99	4	6	4	interrogative	of what sort, in what way, how, what about
881	fēfē hake or fēfē hake ai	99	8	10	6	expression	how much more; (often used by Tongans to mean 'how are you?’)
882	fefeka	99	6	6	3	adjective/verb	hard; tough; stiff; taut, tight; strict, stern, severe; stubborn, obdurate
883	fefie	99	5	5	3	noun	firewood, fuel
884	fefine	99	6	6	3	noun	woman or girl
885	fefine mali	99	10	10	5	noun	married woman, bride
886	fefine'ifonua	99	13	13	7	noun	woman who really belongs to the country, or female citizen
887	fefoki'aki	99	10	10	5	adverb	repeatedly, again and again
888	fefuakava'aki	99	13	13	7	verb	to make a mutual vow
889	fefūsiaki	99	9	10	6	verb	to pull one against another
890	fehālaaki	99	9	10	6	verb	to miss (fail to meet) each other
891	fehamutaki	99	10	10	5	verb	to snatch from each other; to snatch at each other, or to tussle
892	fehāngaaki	99	10	10	6	verb	to face each other, or be opposite each other
893	fehauaki	99	8	8	5	adverb	sitting cross-legged
894	fehi'a	99	6	6	3	verb	to hate, dislike
895	fehi'a'anga	99	11	10	5	noun	thing that one hates or dislikes
896	fehi'a'ia	99	9	9	5	verb	to feel strong hatred for, to hate strongly, to abhor
897	fehi'anekina	99	12	12	6	verb	to dislike greatly
898	fehikitaki	99	10	10	5	verb	to move hither and thither, or to change places with one another
899	fehokotaki	99	10	10	5	verb	(of two things) to be in contact with, or connected with, or in communication with each other; to be adjacent, to adjoin; (of wires) to be in electrical contact
900	fehu'i	99	6	6	3	noun	asking, inquiry, question
901	fehukihuki'i	99	12	12	6	verb	to be so crowded as almost to have to sit on one another's laps, 'packed like sardines’
902	feilaulau	99	9	9	6	noun	peace offering, sacrifice (propitiatory) 
903	feke	100	4	4	2	noun	octopus or cuttle-fish
904	fekau	100	5	5	3	verb	to send (a person with a message or to do something); to order or command
905	feohi	100	5	5	3	verb	to have fellowship, communion or moral and spiritual comradeship with one another
906	feinga	100	6	5	3	noun	attempt, effort, try
907	feitu'u	100	7	7	4	noun	place, locality, spot, point; region, quarter; direction
908	fei'umu	100	7	7	4	verb	to prepare a native oven, or to prepare food in a native oven
909	fekika	100	6	6	3	noun	Malay apple (Eugenia Malaccensis, Myrtaceae)
910	fepaki	100	6	6	3	verb	to collide; to clash, to be opposed, incompatible or discordant with each other, or to be opposite in meaning or in character; to meet with trouble or misfortune or good fortune
911	feitama	100	7	7	4	verb	to be pregnant, to be with child
912	feitunu	100	7	7	4	verb	to cook food over an open fire
913	feitu'ui	100	8	8	5	verb	to visit a bereaved person with a present of food
914	felāve'i	100	8	9	5	verb	to be in contact with each other; to have a point of contact, to be connected or related
915	feleoko	100	7	7	4	noun	storehouse for yams or other garden food
916	fekau'aki	100	9	9	5	verb	to belong or pertain to one another, to be connected or interrelated; to be affiliated
917	feke'ike'i	100	10	10	5	verb	to quarrel with one another
918	feilaulau	100	9	9	6	verb	to offer a sacrifice, to make a propitiatory or conciliatory offering
919	feime'akai	100	10	10	6	verb	to prepare food
920	fekefekea	100	9	9	5	verb	to bleed at the nose without any apparent cause
921	femali'aki	100	10	10	5	verb	to intermarry
922	femātaaki	100	9	10	6	adverb	face to face
923	feohi'anga	100	10	9	5	noun	place or means of communion or fellowship
924	feliliuaki	100	10	10	6	verb	to change this way and that, to be changeable or constantly changing
925	felōngoaki	100	10	10	6	verb	to see to speak to, to see and converse with
926	femo'uekina	100	11	11	6	verb	to be very, very busy
927	fepakipaki	100	10	10	5	verb	to collide against one another (more than two things)
928	fekāinga'aki	100	12	12	7	verb	to be related to each other
929	fekaume'a'aki	100	13	13	7	verb	to be friends (of each other)
930	fepulingaki	100	11	10	5	verb	to see or come across each other from time to time
931	femahino'aki	100	12	12	6	verb	to be understood by each other, to understand each other
932	femanako'aki	100	12	12	6	verb	to like each other, or to be in love with each other
933	femanatu'aki	100	12	12	6	verb	to think of or remember one another
934	femelino'aki	100	12	12	6	verb	to be at peace with each other
935	fī	101	2	3	2	noun	plait of hair, or pigtail
936	fe'ao	101	5	5	3	verb	to be company for each other, to look after each other, to look after
937	feta'u	101	6	6	3	noun	fine mat or piece of silk (used as a covering for a corpse)
938	fetu'u	101	6	6	3	noun	star
939	fepiki	101	6	6	3	verb	to join hands
940	fetaki	101	6	6	3	verb	to lay pieces of wood on top of food in a native oven
941	fetuku	101	6	6	3	verb	to shift or remove many things from one place to another
942	fe'auhi	101	7	7	4	verb	to compete with one another fe'auhi: (n) competition
943	fe'unga	101	7	6	3	verb	to fit; to be or suitable or sufficient; to correspond or coincide; to be opposite to, or in a line with, or level with; to be contemporaneous with or at the same time
944	Fēpueli	101	7	8	5	noun	February
945	fetā'aki	101	8	9	5	verb	to hit or strike one another; to fight with foils, to fence
946	fetongi	101	7	6	3	verb	to change or exchange for something else; to take the place of, be a substitute for, replace, relieve, succeed; change one’s clothes
947	fetefete	101	8	8	4	adjective/verb	lumpy
948	fe'iloaki	101	9	9	5	verb	to meet one another, to see and speak to one another, to greet one another, or to say goodbye to one another
949	fe'ofa'aki	101	10	10	5	verb	to love or be kind to one another
950	fetaulaki	101	9	9	5	verb	to meet (of persons coming from opposite or different directions, or of roads meeting at a certain point)
951	fetohi'aki	101	10	10	5	verb	to write to, correspond with each other
952	fetu'utaki	101	10	10	5	noun	connexion, relationship, dealing; being connected or related
953	fe'alu'aki	101	10	10	5	verb	to go here and there, pass to and for, or walk up and down
954	fetakinima	101	10	10	5	verb	to go along hand in hand or arm in arm
955	fetulituli	101	10	10	5	verb	to hurry up, to try to catch up or to be there (or here) on time
956	fe'efi'efihi	101	12	12	6	verb	to be crowded, crammed, packed (of things or people); to get in each others way
957	fe'ofo'ofani	101	12	12	6	verb	to be friendly with one another
958	fepulingaki	101	11	10	5	verb	to lose sight of one another; or (for things) to be so mixed up that one cannot sort them out
959	fetokoni'aki	101	12	12	6	verb	to help one another, to co-operate
960	fie hā	102	5	6	4	verb	to desire to be seen; to show off
961	fie lahi	102	7	7	4	verb	to imagine oneself to be great, to desire to be treated as a person of importance, to be proud or haughty
962	fie vale loi	102	10	10	6	verb	to desire to be thought ignorant or unskilled when one is not really so
963	fiefia	102	6	6	4	verb	to rejoice, to be happy or glad or joyful
964	fiekaia	102	7	7	5	verb	to be hungry
965	fiema'u	102	7	7	4	verb	to desire to get or have, to want
966	fiemālie	102	8	9	6	adverb	with an easy mind, contentedly, willingly, or comfortably
967	fieme'a	102	7	7	4	verb	to imagine oneself to be something, to be self-important or snobbish
968	fiemohea	102	8	8	5	verb	to be sleepy
969	fifili	102	6	6	3	verb	to ponder, deliberate; to wonder (whether)
970	fifisi	102	6	6	3	adjective/verb	pungent or hot to the taste, spicy hot
971	fiha	102	4	4	2	expression	how many; how much
972	fihi	102	4	4	2	adjective/verb	tangled; intricate, complicated, or problematical
973	fihia	102	5	5	3	verb	to be entangled, caught, entrapped
974	fika'i	102	6	6	3	verb	to figure out, calculate by arithmetic
975	fili	102	4	4	2	verb	to choose, pick out, cull, select, elect; to sort
976	filimi	102	6	6	3	noun	film (photographic, cinematographic, etc.)
977	filita	102	6	6	3	noun	filter; a round, galvanized steel tank (for collecting water)
978	filo	102	4	4	2	noun	thread, cotton, or thin string, or the string of a violin etc.
979	finangalo	102	9	8	4	noun	mind, heart; will, desire, purpose
980	fine'eiki	102	9	9	5	noun	lady; madam; mistress
981	finemotu'a	102	10	10	5	noun	elderly woman; married woman
982	finemui	102	7	7	4	noun	young woman
983	fingota	102	7	6	3	noun	sea creature of any kind other than fish (shell-fish, jelly-fish, sea slugs, star fish etc.)
984	Finilani	102	8	8	4	noun	Finland
985	Fisi	102	4	4	2	noun	Fiji
986	fitu	102	4	4	2	numeral	seven (7)
987	fitungeau	102	9	8	5	numeral	seven hundred (700)
988	fitungofulu	102	11	10	5	numeral	seventy (70)
989	fiu	102	3	3	2	verb	to be satisfied, to have had enough (of drink); to be satiated, to have had more than enough, to be fed up or sick and tired of
990	fō	102	2	3	2	verb	to wash clothes
991	foa	102	3	3	2	verb	to break; to cut (ripe coconuts) in halves
992	foaki	102	5	5	3	noun	giving, presenting; gift
993	fōfoa'i	102	7	8	5	verb	to hatch (eggs or chicks)
994	fofola	102	6	6	3	verb	to unroll or unfold and spread out
995	fofonu	102	6	6	3	verb	to have a head cold
996	fofonga	103	7	6	3	noun	(polite or honorific for) eyes, face
997	fofonga-mamahi	103	13	12	6	adjective/verb	sad-looking; mournful or solemn in appearance
998	foha	103	4	4	2	noun	tuber; bulb ( usually refers to yams etc.)
999	fohe'uli	103	8	8	4	noun	steer-oar; rudder
1000	fohi	103	4	4	2	verb	to remove skin, rind, peel or pods; to skin, flay, peel or pod
1001	foki	103	4	4	2	adverb	also, likewise; moreover, furthermore, however, you see, as a matter of fact
1002	fokihi	103	6	6	3	verb	to turn over or turn round; to turn inside out
1003	fokisi	103	6	6	3	noun	fox
1004	fokotu'u	103	8	8	4	verb	to cause to stand, to stand; to heap up, stack, to set up, found establish, or install; to appoint; to set out, set in order
1005	fokotu'unga	103	11	10	5	noun	heap, pile, stack
1006	fokotu'utaha	103	12	12	6	verb	to heap or pile up, to place in a heap or pile
1007	fokotu'utu'u	103	12	12	6	verb	to stand up, set up or establish one after another, or bit by bit; to stand, arrange, or set out in various positions; to place in heaps or piles
1008	fokotutu'u	103	10	10	5	verb	to sit on the haunches with the knees drawn up towards the chin
1009	fola	103	4	4	2	verb	to spread out, spread open, unfold, or unfurl
1010	folahi	103	6	6	3	verb	to spread out
1011	folau	103	5	5	3	noun	voyage, voyagers; or several boats or canoes travelling together
1012	folau	103	5	5	3	verb	to voyage, to travel or journey by sea
1013	folo	103	4	4	2	verb	to swallow; to take
1014	folofola	103	8	8	4	noun	word or speech of a sovereign; sacred scripture, Bible
1015	fōneli	103	6	7	4	noun	funnel
1016	fono	103	4	4	2	noun	plank used in the construction of a boat
1017	fononga	103	7	6	3	verb	to walk or goa considerable distance, to travel or journey by land; to travel or move onward in time
1018	fonu	103	4	4	2	adjective/verb	full (of container or notebook)
1019	fonua	103	5	5	3	noun	land, country, territory, place
1020	fota	103	4	4	2	verb	to massage by squeezing
1021	fotu	103	4	4	2	verb	to emerge, to come into view; to stand out, be or become prominent
1022	fōtunga	103	7	7	4	noun	appearance, face, countenance, features
1023	fou	103	3	3	2	verb	to go, travel, move, or come by a specified route or in a specified direction
1024	founga	103	6	5	3	noun	route; way in which a thing is done, method, procedure, plan, rule
1025	fo'i	104	4	4	2	noun	fruit of; egg of; single,  individual 
1026	fo'i moa	104	7	7	4	noun	fowls eggs
1027	fo'i 'akau	104	9	9	5	noun	fruit
1028	fo'i'akau	104	9	9	5	noun	pill, medicinal tablet or capsule
1029	fo'ohake	104	8	8	4	verb	to be or to lie face . upwards
1030	fo'ohifo	104	8	8	4	verb	to be or to lie face downwards
1031	fo'ou	104	5	5	3	adjective/verb	new, fresh; strange, unfamiliar
1032	fo'ui	104	5	5	3	noun	fault, cause for blame
1033	fū	104	2	3	2	verb	to clap the hands crosswise so as to make a hollow sound
1034	fua	104	3	3	2	adjective	weighed, measured
1035	fua'a	104	5	5	3	adjective/verb	jealous
1036	fua'i	104	5	5	3	noun	fruit of
1037	fuakava	104	7	7	4	verb	to make a vow or a solemn promise or covenant; to take an oath
1038	fuamelie	104	8	8	5	noun	currants, raisins, or sultanas
1039	fuatakai	104	8	8	5	noun	circumference, distance right round
1040	fue	104	3	3	2	verb	to swish away flies; to swipe or hit or beat or thrash
1041	fufū	104	4	5	3	adjective	hidden, concealed
1042	fufula	104	6	6	3	verb	to swell, swell up, swell out; to pout, or to blow out the cheeks
1043	fufulu	104	6	6	3	verb	to wash or scrub, to clean
1044	fufuu'i	104	7	7	4	verb	to hide or conceal
1045	fuhi	104	4	4	2	noun	bunch
1046	fuhinga	104	7	6	3	noun	bunch
1047	fuhu	104	4	4	2	verb	to fight with the fists, to box; to engage in a free fight
1048	fuka	104	4	4	2	noun	banner, flag
1049	fukahi	104	6	6	3	noun	surface
1050	fuke	104	4	4	2	verb	to open up a native oven
1051	fukefuke	104	8	8	4	verb	to unwrap (a parcel)
1052	fulihi	104	6	6	3	adverb	inverted or upside-down
1053	fulū	104	4	5	3	noun	influenza
1054	fulufulu	104	8	8	4	noun	hair; fur; feather
1055	fulufulu'i manu	104	14	14	7	noun	feathers
1056	fulufulu'i sipi	104	14	14	7	noun	wool
1057	fulufulua	104	9	9	5	adjective/verb	hairy, furry, woolly, or feathery
1058	fulutāmakia	104	11	12	7	verb	to be suffocated, to be suffocating or unable to breathe
1059	funga	104	5	4	2	noun	top, upper surface
1060	funga matapā	104	11	11	6	noun	lintel
1061	funga matapā-sio'ata	104	18	18	10	noun	window- sill, or top (lintel) of window
1062	fungani	104	7	6	3	adjective/verb	tip-top, first rate, excellent, especially or extremely good
1063	fu'ifu'i	105	8	8	4	verb	to throw or pour or sprinkle water on, or to douse
1064	fuo	105	3	3	2	noun	shape
1065	fuofua	105	6	6	4	noun	pimple
1066	fuolahi	105	7	7	4	adjective/verb	(of circle or square) wide, large in diameter; (of stick or cylinder) thick; (of ball) big, large
1067	fuolalahi	105	9	9	5	adjective/verb	dual or plural of preceding; large-grained, coarse (sand or sugar)
1068	fuoloa	105	6	6	4	adjective/verb	long (in duration); long ago; old, ancient
1069	fuoloa si'i	105	10	10	6	adverb/verb	(to be or continue) for a while, or for a time (but not for long)
1070	fuolōloa	105	8	9	6	adjective/verb	long-shaped, long in proportion to its breadth; oval, elliptical
1071	fuopotopoto	105	11	11	6	adjective/verb	round, circular, cylindrical, spherical
1072	fuosi'i	105	7	7	4	adjective/verb	(of circle or square) narrow, small in diameter; (of stick or cylinder) thin; (of ball) small, little
1073	fuo-tatau	105	8	8	5	adjective/verb	of the same shape
1074	fusi	105	4	4	2	noun	plantain or banana (of any kind)
1075	fusi taula	105	9	9	5	verb	to pull up the anchor, to weigh anchor
1076	fute	105	4	4	2	adjective	habitually restless, continually jumping about
1077	fu'u	105	4	4	2	adjective	big, large, great or numerous
1078	ha	105	2	2	1	article	a, an, some, any (sometimes untranslatable)
1079	hā	105	2	3	2	interrogative	what
1080	hae	105	3	3	2	verb	to tear, rend; to tear apart, pull apart; to tear off, strip off; to open by tearing or forcibly; to break into (a house)
1081	hafu	105	4	4	2	noun	small waterfall
1082	haha	105	4	4	2	verb	to hit, beat, thrash, or thresh; to knock down fruit with a stick
1083	hāhā	105	4	6	4	verb	to appear or come into view slightly or gradually or continually
1084	hahake	105	6	6	3	adjective	east, eastern
1085	hāhāmolofia	105	11	13	8	adjective/verb	scarce or rare, seen or met with only occasionally
1086	hahau	105	5	5	3	noun	dew night moisture
1087	haisini	105	7	7	4	noun	hygiene
1088	haka	105	4	4	2	noun	food put on to boil or stew; boiled or stewed food
1089	haka mao	106	7	7	4	verb	to steam (cook in steam)
1090	hakalo	106	6	6	3	noun	coconut- scraper
1091	hakau	106	5	5	3	noun	coral reef or rock which appears above the surface at low tide
1092	hake	106	4	4	2	adverb	up, upwards, along, past
1093	hakevela	106	8	8	4	noun/verb	(to have) heart-burn
1094	hako	106	4	4	2	verb	to grow long, to lengthen out in growing
1095	hakolo	106	6	6	3	verb	to make a noise like that of something boiling
1096	haku	106	4	4	2	noun	young sword-fish
1097	hakulā	106	6	7	4	noun	sword-fish
1098	hakule	106	6	6	3	verb	to rummage about, to ransack; to examine carefully
1099	hala	106	4	4	2	noun	path, road; stairway
1100	hala 'atā	106	8	9	5	verb	not to have any at all
1101	hala loto 'api	106	12	12	6	verb	to walk through, or trespass on somebody's property
1102	hala-fakakavakava	106	16	16	8	noun	bridge
1103	halaia	106	6	6	4	verb	to be guilty
1104	halanga	106	7	6	3	noun	track, trail
1105	halani	106	6	6	3	verb	(of the sun or moon) to give light above the horizon shortly before it rises
1106	halelu'ia	106	9	9	5	interjection	hallelujah
1107	halu	106	4	4	2	verb	to slit, to shred, to cut or tear into fine strips; tear up, scarify (the soil)
1108	hāmala	106	6	7	4	noun	hammer
1109	hami	106	4	4	2	noun	ham
1110	hamu	106	4	4	2	adverb	to give a sudden sharp pain
1111	hana	106	4	4	2	pronoun	their (dual)
1112	hanga	106	5	4	2	verb	to turn (so as to face in a specified direction); to look or see; (of a word) to refer
1113	hanganoa	106	8	7	4	verb	to attend to by way of distraction, to divert one’s mind (from worry, sorrow)
